Ramo_Desc	Apertura_Canal_Desc	Apertura_Amparo_Desc	Agrupacion_Reservas	Fecha_Registro	Expuestos	Vigentes
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-01-01	20251.645007	26414
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-02-01	18123.891556	23956
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-03-01	17844.064179	21394
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-04-01	16349.298917	20157
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-05-01	15181.419551	19583
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-06-01	10123.563657	24964
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-07-01	13654.289601	17667
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-08-01	13912.677469	17240
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-09-01	13180.466009	15374
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-10-01	12273.870867	14683
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-11-01	13220.266661	13295
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2014-12-01	11119.483714	13763
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-01-01	9762.548315	11846
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-02-01	8765.821013	10456
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-03-01	8116.451492	9434
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-04-01	7577.33294	8897
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-05-01	7224.677253	8758
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-06-01	6779.499565	8165
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-07-01	6481.193501	7599
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-08-01	5837.967642	7151
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-09-01	5191.432961	6413
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-10-01	4795.419277	5794
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-11-01	4367.366387	5421
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2015-12-01	4208.548358	4994
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-01-01	3763.580581	4551
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-02-01	3363.448455	4163
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-03-01	3010.193519	3783
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-04-01	2876.433201	3502
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-05-01	3014.193371	4668
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-06-01	2454.132147	6879
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-07-01	2202.35461	5659
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-08-01	2476.257947	3813
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-09-01	6130.332967	7371
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-10-01	6098.709612	6875
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-11-01	6085.166358	7047
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2016-12-01	6552.06449	6944
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-01-01	6540.580642	6588
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-02-01	6539.0	6539
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-03-01	6539.0	6539
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-04-01	6539.133332	6543
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-05-01	5268.031987	8210
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-06-01	5486.499857	5961
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-07-01	5220.774162	5641
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-08-01	5098.322552	5448
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-09-01	938.331843	5327
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-10-01	1879.999776	3062
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-11-01	2865.466557	3209
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2017-12-01	3019.322419	5427
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-01-01	3016.032233	3294
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-02-01	3379.535665	3715
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-03-01	3621.74177	6045
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-04-01	4071.565852	6385
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-05-01	4387.612741	6718
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-06-01	4752.132541	7071
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-07-01	5063.128826	7587
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-08-01	5577.774022	8066
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-09-01	5856.399219	8141
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-10-01	6198.870792	8629
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-11-01	6593.399188	8963
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2018-12-01	4586.903057	7066
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-01-01	6604.612902	6964
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-02-01	4728.534958	7347
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-03-01	6062.677398	6615
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-04-01	5936.232741	7780
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-05-01	5836.870948	6356
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-06-01	5762.133276	6025
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-07-01	5652.870954	5978
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-08-01	5606.548375	5895
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-09-01	5553.033253	5824
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-10-01	4770.90326	5718
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-11-01	4033.033257	4297
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2019-12-01	4185.354818	4483
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-01-01	4346.838696	4589
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-02-01	4400.68961	4609
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-03-01	4291.838699	4603
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-04-01	4103.933297	4299
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-05-01	3763.903208	4013
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-06-01	3541.233305	3669
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-07-01	3353.80645	3495
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-08-01	3186.25806	3334
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-09-01	3035.99998	3133
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-10-01	2915.806451	3004
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-11-01	2783.366647	2884
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2020-12-01	2673.096773	2768
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-01-01	2568.870964	2639
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-02-01	2476.892837	2546
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-03-01	2334.193546	2450
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-04-01	2146.566633	2307
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-05-01	1946.709673	1996
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-06-01	1601.066609	1803
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-07-01	1441.09677	1577
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-08-01	1351.645168	1448
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-09-01	1172.399975	1267
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-10-01	997.45161	1030
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-11-01	812.366664	841
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2021-12-01	620.161282	802
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-01-01	474.225803	561
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-02-01	276.571364	456
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-03-01	118.096771	227
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-04-01	87.0	87
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-05-01	85.419355	87
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-06-01	60.133322	93
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-07-01	51.096773	65
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-08-01	46.677419	56
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-09-01	44.733332	50
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-10-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-11-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2022-12-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2023-01-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2023-02-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2023-03-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2023-04-01	45.0	45
025G - SEGURO DESEMPLEO GENERALES	Resto	RESTO	025G	2023-05-01	1.45161	45
069 - DESEMPLEO	Resto	RESTO	069	2014-01-01	1146153.254194	1171179
069 - DESEMPLEO	Resto	RESTO	069	2014-02-01	1151155.975637	1234161
069 - DESEMPLEO	Resto	RESTO	069	2014-03-01	1156511.154219	1227810
069 - DESEMPLEO	Resto	RESTO	069	2014-04-01	1176032.404342	1260124
069 - DESEMPLEO	Resto	RESTO	069	2014-05-01	1197564.251094	1269096
069 - DESEMPLEO	Resto	RESTO	069	2014-06-01	1144849.492789	1333571
069 - DESEMPLEO	Resto	RESTO	069	2014-07-01	1148839.830704	1241268
069 - DESEMPLEO	Resto	RESTO	069	2014-08-01	1133816.76457	1239054
069 - DESEMPLEO	Resto	RESTO	069	2014-09-01	1125219.786989	1238549
069 - DESEMPLEO	Resto	RESTO	069	2014-10-01	1147038.635613	1252572
069 - DESEMPLEO	Resto	RESTO	069	2014-11-01	1138595.586882	1253249
069 - DESEMPLEO	Resto	RESTO	069	2014-12-01	1123749.087176	1234802
069 - DESEMPLEO	Resto	RESTO	069	2015-01-01	1114065.989287	1225665
069 - DESEMPLEO	Resto	RESTO	069	2015-02-01	1099892.001427	1220176
069 - DESEMPLEO	Resto	RESTO	069	2015-03-01	1117733.731678	1227698
069 - DESEMPLEO	Resto	RESTO	069	2015-04-01	1104747.152647	1225129
069 - DESEMPLEO	Resto	RESTO	069	2015-05-01	1100063.634538	1208352
069 - DESEMPLEO	Resto	RESTO	069	2015-06-01	1099232.992944	1208795
069 - DESEMPLEO	Resto	RESTO	069	2015-07-01	1109894.053449	1222155
069 - DESEMPLEO	Resto	RESTO	069	2015-08-01	1104735.988035	1220458
069 - DESEMPLEO	Resto	RESTO	069	2015-09-01	1105030.334182	1286612
069 - DESEMPLEO	Resto	RESTO	069	2015-10-01	1116442.923321	1236476
069 - DESEMPLEO	Resto	RESTO	069	2015-11-01	1125505.720982	1249839
069 - DESEMPLEO	Resto	RESTO	069	2015-12-01	1136181.502704	1261618
069 - DESEMPLEO	Resto	RESTO	069	2016-01-01	1180803.336599	1326572
069 - DESEMPLEO	Resto	RESTO	069	2016-02-01	1189444.781652	1315090
069 - DESEMPLEO	Resto	RESTO	069	2016-03-01	1208484.499989	1346049
069 - DESEMPLEO	Resto	RESTO	069	2016-04-01	1199813.84864	1338346
069 - DESEMPLEO	Resto	RESTO	069	2016-05-01	1198994.082589	1325591
069 - DESEMPLEO	Resto	RESTO	069	2016-06-01	1194958.354221	1326321
069 - DESEMPLEO	Resto	RESTO	069	2016-07-01	1212310.854972	1349666
069 - DESEMPLEO	Resto	RESTO	069	2016-08-01	1292125.091846	1496327
069 - DESEMPLEO	Resto	RESTO	069	2016-09-01	1342053.085529	1479663
069 - DESEMPLEO	Resto	RESTO	069	2016-10-01	1417518.92457	1485005
069 - DESEMPLEO	Resto	RESTO	069	2016-11-01	2585856.507243	3284010
069 - DESEMPLEO	Resto	RESTO	069	2016-12-01	3321340.20542	3802034
069 - DESEMPLEO	Resto	RESTO	069	2017-01-01	62673.255077	110651
069 - DESEMPLEO	Resto	RESTO	069	2017-02-01	62336.177357	67436
069 - DESEMPLEO	Resto	RESTO	069	2017-03-01	63782.128849	67485
069 - DESEMPLEO	Resto	RESTO	069	2017-04-01	62439.199339	65470
069 - DESEMPLEO	Resto	RESTO	069	2017-05-01	64278.096621	67478
069 - DESEMPLEO	Resto	RESTO	069	2017-06-01	64656.432524	67827
069 - DESEMPLEO	Resto	RESTO	069	2017-07-01	65769.064357	68971
069 - DESEMPLEO	Resto	RESTO	069	2017-08-01	57739.063625	72295
069 - DESEMPLEO	Resto	RESTO	069	2017-09-01	70058.43089	78112
069 - DESEMPLEO	Resto	RESTO	069	2017-10-01	69944.903124	71444
069 - DESEMPLEO	Resto	RESTO	069	2017-11-01	73139.665709	77806
069 - DESEMPLEO	Resto	RESTO	069	2017-12-01	76183.612927	81628
069 - DESEMPLEO	Resto	RESTO	069	2018-01-01	77451.257896	83440
069 - DESEMPLEO	Resto	RESTO	069	2018-02-01	84018.6781	89290
069 - DESEMPLEO	Resto	RESTO	069	2018-03-01	87034.742042	92068
069 - DESEMPLEO	Resto	RESTO	069	2018-04-01	90167.665616	95006
069 - DESEMPLEO	Resto	RESTO	069	2018-05-01	93707.677502	98839
069 - DESEMPLEO	Resto	RESTO	069	2018-06-01	97158.398757	102890
069 - DESEMPLEO	Resto	RESTO	069	2018-07-01	106799.806186	113560
069 - DESEMPLEO	Resto	RESTO	069	2018-08-01	119343.77442	125011
069 - DESEMPLEO	Resto	RESTO	069	2018-09-01	130938.565353	136318
069 - DESEMPLEO	Resto	RESTO	069	2018-10-01	138586.193577	148861
069 - DESEMPLEO	Resto	RESTO	069	2018-11-01	240020.064799	246822
069 - DESEMPLEO	Resto	RESTO	069	2018-12-01	255795.807223	262760
069 - DESEMPLEO	Resto	RESTO	069	2019-01-01	252093.741574	258836
069 - DESEMPLEO	Resto	RESTO	069	2019-02-01	208164.76001	297744
069 - DESEMPLEO	Resto	RESTO	069	2019-03-01	216831.161945	226195
069 - DESEMPLEO	Resto	RESTO	069	2019-04-01	230771.931662	239991
069 - DESEMPLEO	Resto	RESTO	069	2019-05-01	246509.87142	255851
069 - DESEMPLEO	Resto	RESTO	069	2019-06-01	247298.56642	249765
069 - DESEMPLEO	Resto	RESTO	069	2019-07-01	265333.774038	283520
069 - DESEMPLEO	Resto	RESTO	069	2019-08-01	273462.870857	287360
069 - DESEMPLEO	Resto	RESTO	069	2019-09-01	276132.494503	293822
069 - DESEMPLEO	Resto	RESTO	069	2019-10-01	284269.871131	296961
069 - DESEMPLEO	Resto	RESTO	069	2019-11-01	287981.629304	302940
069 - DESEMPLEO	Resto	RESTO	069	2019-12-01	296241.322152	313388
069 - DESEMPLEO	Resto	RESTO	069	2020-01-01	293416.387095	313495
069 - DESEMPLEO	Resto	RESTO	069	2020-02-01	289908.969426	311499
069 - DESEMPLEO	Resto	RESTO	069	2020-03-01	285008.773184	303572
069 - DESEMPLEO	Resto	RESTO	069	2020-04-01	275446.962404	288297
069 - DESEMPLEO	Resto	RESTO	069	2020-05-01	263061.063687	276563
069 - DESEMPLEO	Resto	RESTO	069	2020-06-01	257953.930226	268039
069 - DESEMPLEO	Resto	RESTO	069	2020-07-01	249610.354225	264299
069 - DESEMPLEO	Resto	RESTO	069	2020-08-01	236587.320817	262945
069 - DESEMPLEO	Resto	RESTO	069	2020-09-01	222737.599976	224253
069 - DESEMPLEO	Resto	RESTO	069	2020-10-01	212902.902492	224513
069 - DESEMPLEO	Resto	RESTO	069	2020-11-01	177524.953008	244048
069 - DESEMPLEO	Resto	RESTO	069	2020-12-01	138891.704874	219627
069 - DESEMPLEO	Resto	RESTO	069	2021-01-01	127239.547587	144928
069 - DESEMPLEO	Resto	RESTO	069	2021-02-01	131032.061228	167261
069 - DESEMPLEO	Resto	RESTO	069	2021-03-01	135730.193703	140059
069 - DESEMPLEO	Resto	RESTO	069	2021-04-01	137912.598771	142474
069 - DESEMPLEO	Resto	RESTO	069	2021-05-01	138770.516041	144408
069 - DESEMPLEO	Resto	RESTO	069	2021-06-01	137340.464908	142554
069 - DESEMPLEO	Resto	RESTO	069	2021-07-01	170249.867104	232783
069 - DESEMPLEO	Resto	RESTO	069	2021-08-01	172235.160881	180768
069 - DESEMPLEO	Resto	RESTO	069	2021-09-01	171053.29666	182785
069 - DESEMPLEO	Resto	RESTO	069	2021-10-01	169983.804647	202129
069 - DESEMPLEO	Resto	RESTO	069	2021-11-01	64972.563252	201281
069 - DESEMPLEO	Resto	RESTO	069	2021-12-01	163860.062506	193950
069 - DESEMPLEO	Resto	RESTO	069	2022-01-01	138764.126681	179161
069 - DESEMPLEO	Resto	RESTO	069	2022-02-01	157958.601438	177661
069 - DESEMPLEO	Resto	RESTO	069	2022-03-01	134631.77171	183159
069 - DESEMPLEO	Resto	RESTO	069	2022-04-01	168388.927281	189049
069 - DESEMPLEO	Resto	RESTO	069	2022-05-01	172276.095473	200698
069 - DESEMPLEO	Resto	RESTO	069	2022-06-01	177097.420058	219454
069 - DESEMPLEO	Resto	RESTO	069	2022-07-01	159731.96747	169358
069 - DESEMPLEO	Resto	RESTO	069	2022-08-01	161952.031951	173908
069 - DESEMPLEO	Resto	RESTO	069	2022-09-01	62265.229417	171830
069 - DESEMPLEO	Resto	RESTO	069	2022-10-01	59949.032157	60654
069 - DESEMPLEO	Resto	RESTO	069	2022-11-01	168719.401353	216257
069 - DESEMPLEO	Resto	RESTO	069	2022-12-01	175295.99971	185015
069 - DESEMPLEO	Resto	RESTO	069	2023-01-01	206709.225358	220695
069 - DESEMPLEO	Resto	RESTO	069	2023-02-01	210211.851725	232458
069 - DESEMPLEO	Resto	RESTO	069	2023-03-01	214456.419636	224804
069 - DESEMPLEO	Resto	RESTO	069	2023-04-01	215708.66349	225796
069 - DESEMPLEO	Resto	RESTO	069	2023-05-01	222142.934442	248029
069 - DESEMPLEO	Resto	RESTO	069	2023-06-01	232900.425801	259971
069 - DESEMPLEO	Resto	RESTO	069	2023-07-01	230242.740311	257065
069 - DESEMPLEO	Resto	RESTO	069	2023-08-01	231993.515569	243972
069 - DESEMPLEO	Resto	RESTO	069	2023-09-01	229953.428746	247085
069 - DESEMPLEO	Resto	RESTO	069	2023-10-01	230080.064064	243335
069 - DESEMPLEO	Resto	RESTO	069	2023-11-01	221484.195376	236470
069 - DESEMPLEO	Resto	RESTO	069	2023-12-01	218362.676862	234075
069 - DESEMPLEO	Resto	RESTO	069	2024-01-01	217891.031219	231450
069 - DESEMPLEO	Resto	RESTO	069	2024-02-01	217769.037098	231121
069 - DESEMPLEO	Resto	RESTO	069	2024-03-01	213004.87029	230161
069 - DESEMPLEO	Resto	RESTO	069	2024-04-01	221119.706544	398160
069 - DESEMPLEO	Resto	RESTO	069	2024-05-01	83565.309642	277754
069 - DESEMPLEO	Resto	RESTO	069	2024-06-01	80457.933333	80637
069 - DESEMPLEO	Resto	RESTO	069	2024-07-01	79127.225506	83700
069 - DESEMPLEO	Resto	RESTO	069	2024-08-01	55422.193581	56564
069 - DESEMPLEO	Resto	RESTO	069	2024-09-01	56684.465767	60308
069 - DESEMPLEO	Resto	RESTO	069	2024-10-01	152202.159279	185248
069 - DESEMPLEO	Resto	RESTO	069	2024-11-01	147029.330264	158168
069 - DESEMPLEO	Resto	RESTO	069	2024-12-01	147126.903224	147146
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2023-11-01	0.233331	7
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-02-01	642.931335	3429
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-03-01	6792.935742	10274
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-04-01	12553.600012	17171
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-05-01	18687.484178	22939
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-06-01	22773.299866	27385
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-07-01	25508.22564	30132
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-08-01	27773.806364	32279
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-09-01	29475.699786	33743
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-10-01	31477.806459	35531
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-11-01	34508.066633	37254
081 - VIDA INDIVIDUAL	Banca Voluntarios	SOBREVIVENCIA	081_BANCA_VOLUNT_SOBREVIVENCIA	2024-12-01	38134.290188	40077
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-01-01	664008.35449	693188
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-02-01	661941.676958	686172
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-03-01	659882.708074	689501
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-04-01	667995.498626	702550
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-05-01	679581.354802	720287
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-06-01	696642.597806	729026
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-07-01	707178.612545	747191
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-08-01	737568.352956	794530
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-09-01	775507.86431	832541
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-10-01	785446.807246	818663
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-11-01	768488.099232	794943
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2014-12-01	749656.870581	774408
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-01-01	726700.548273	757672
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-02-01	719925.358724	752528
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-03-01	721544.223997	756684
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-04-01	722895.6313	762157
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-05-01	728407.128039	766186
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-06-01	738109.898923	771429
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-07-01	744049.806614	784485
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-08-01	755929.256418	798289
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-09-01	756835.498203	797844
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-10-01	752529.387392	783313
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-11-01	744126.898535	770447
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2015-12-01	734957.773906	759881
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-01-01	717999.419176	747647
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-02-01	710004.138832	741884
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-03-01	707797.741264	740124
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-04-01	706480.998924	742768
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-05-01	709441.482992	742996
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-06-01	708596.165246	741971
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-07-01	704643.353445	737975
