Ramo_Desc	Apertura_Canal_Desc	Apertura_Amparo_Desc	Agrupacion_Reservas	Fecha_Registro	Expuestos	Vigentes
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2023-07-01	1908885.794891	2093787
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2023-08-01	1828478.181867	2010860
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2023-09-01	1821466.417236	1991560
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2023-10-01	1741527.860808	1951734
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2023-11-01	1763738.041357	1892957
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2023-12-01	1756023.925079	1933622
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-01-01	1696733.315146	1834099
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-02-01	1680567.472531	1825951
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-03-01	1664579.576015	1764134
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-04-01	1678310.840711	1773246
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-05-01	1647402.991228	1795513
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-06-01	1613412.45241	1763225
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-07-01	1601613.122431	1752253
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-08-01	1638074.025853	1728906
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-09-01	1628562.082041	1802531
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-10-01	1530286.795552	1740630
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-11-01	1522142.278538	1596972
083 - VIDA DE GRUPO	No Banca	VIDA	083_NO_BANCA_VIDA	2024-12-01	1482046.608413	1557326
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-01-01	8710.12904	8776
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-02-01	8522.428093	10177
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-03-01	8509.645152	8571
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-04-01	8629.366618	8779
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-05-01	8646.774202	8768
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-06-01	8775.499988	8844
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-07-01	8856.064508	8939
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-08-01	9159.677412	9267
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-09-01	9296.333256	9510
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-10-01	9640.838774	9908
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-11-01	9757.366642	9845
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2014-12-01	10150.193528	10534
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-01-01	10187.161288	10294
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-02-01	10082.499962	10236
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-03-01	30877.709658	31068
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-04-01	30927.233304	31096
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-05-01	31132.32258	31240
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-06-01	31103.566579	31454
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-07-01	51827.451603	51985
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-08-01	51938.290302	52138
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-09-01	52030.766631	52184
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-10-01	52073.677435	52233
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-11-01	32313.759754	52401
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2015-12-01	32838.096752	33173
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-01-01	32752.225801	32916
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-02-01	32763.24142	32992
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-03-01	33241.774063	35202
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-04-01	33100.099705	33997
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-05-01	33275.70967	33502
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-06-01	33875.499971	34050
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-07-01	34030.193509	34279
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-08-01	39597.451019	48228
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-09-01	39418.966593	39659
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-10-01	39393.838702	39575
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-11-01	39369.966601	39580
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2016-12-01	39318.451559	40203
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-01-01	39768.548387	40036
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-02-01	40428.99948	42246
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-03-01	51787.837149	75252
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-04-01	50960.499869	51344
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-05-01	50956.290306	51260
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-06-01	51053.399887	51406
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-07-01	50884.419296	51739
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-08-01	47575.354555	51854
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-09-01	47569.56657	47876
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-10-01	47621.16127	47969
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-11-01	47651.499912	47940
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2017-12-01	48102.096745	48553
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-01-01	48037.612894	48333
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-02-01	48041.035643	48345
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-03-01	47096.386942	49543
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-04-01	46925.699896	47260
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-05-01	46813.580654	47143
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-06-01	46855.366586	47116
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-07-01	46979.90321	47319
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-08-01	46518.096624	48863
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-09-01	46366.233204	46777
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-10-01	46235.290306	46556
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-11-01	46164.133227	46518
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2018-12-01	45863.193503	46565
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-01-01	46047.870948	46350
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-02-01	46105.571302	46549
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-03-01	47033.256672	68133
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-04-01	46490.599895	46893
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-05-01	46784.645172	47184
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-06-01	47105.499954	47301
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-07-01	47254.483867	47398
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-08-01	47083.257989	48451
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-09-01	47307.833288	47552
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-10-01	47345.129041	47706
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-11-01	47440.233288	47585
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2019-12-01	47956.451588	48310
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-01-01	47987.032255	48217
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-02-01	48759.999861	49034
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-03-01	50086.032219	52246
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-04-01	50147.499929	50357
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-05-01	50096.58064	50196
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-06-01	50067.133304	50176
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-07-01	49953.999979	50128
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-08-01	48680.580546	50192
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-09-01	48050.833225	48386
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-10-01	47922.774171	48220
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-11-01	48098.266605	48326
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2020-12-01	48481.903208	48763
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-01-01	48860.483859	49138
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-02-01	48511.678418	49015
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-03-01	48484.935462	48933
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-04-01	48709.633263	49006
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-05-01	48829.096776	49082
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-06-01	48865.799909	49178
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-07-01	88097.544578	145603
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-08-01	87658.128711	90924
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-09-01	87428.632474	90447
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-10-01	84029.322419	86582
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-11-01	82236.332867	84207
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2021-12-01	82561.25793	84487
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-01-01	82311.419289	83785
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-02-01	81007.677984	83216
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-03-01	81624.870798	84716
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-04-01	81307.932961	82887
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-05-01	81296.257901	83162
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-06-01	81213.462409	94132
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-07-01	60757.806322	62212
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-08-01	61973.35474	64075
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-09-01	52963.729593	64361
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-10-01	53377.483768	54544
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-11-01	54318.833177	55404
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2022-12-01	55147.548299	56432
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-01-01	55993.193449	57283
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-02-01	56419.392504	58225
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-03-01	58756.161265	62197
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-04-01	59920.79989	61115
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-05-01	60940.870831	62494
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-06-01	70977.862223	84727
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-07-01	61640.096635	63521
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-08-01	62565.903114	64470
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-09-01	63440.099696	65531
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-10-01	63921.387031	65108
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-11-01	64062.832935	66064
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2023-12-01	62619.354527	67170
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-01-01	63540.225578	66048
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-02-01	64512.241595	66028
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-03-01	67530.450055	93100
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-04-01	67350.797456	75425
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-05-01	74671.062899	99056
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-06-01	87619.133281	87788
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-07-01	87698.707555	119587
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-08-01	88741.999992	88857
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-09-01	90728.233136	91321
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-10-01	90522.06441	92187
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-11-01	88637.132266	91736
083 - VIDA DE GRUPO	Otros Banca	EG	083_OTROS_BANCA_EG	2024-12-01	88546.12903	88578
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-01-01	31016.612904	31527
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-02-01	30923.463752	32959
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-03-01	49760.387112	50541
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-04-01	50491.366639	51378
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-05-01	50707.935514	51763
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-06-01	51221.199676	52712
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-07-01	53348.645167	54762
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-08-01	55471.612847	57619
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-09-01	57823.733062	61005
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-10-01	59770.548437	61642
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-11-01	59539.29977	60874
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2014-12-01	59501.032184	60860
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-01-01	61373.322531	62598
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-02-01	61725.99976	63589
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-03-01	82564.580456	84594
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-04-01	82945.033131	84543
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-05-01	84417.580589	85787
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-06-01	85126.133032	86748
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-07-01	86596.064503	88074
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-08-01	88005.741839	90031
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-09-01	90374.766354	93452
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-10-01	92810.806601	95198
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-11-01	73466.825903	96428
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2015-12-01	85404.128731	89672
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-01-01	85635.32245	88861
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-02-01	101898.656266	108604
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-03-01	103725.128843	108579
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-04-01	105359.232964	109278
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-05-01	107423.967665	110656
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-06-01	109502.299694	112762
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-07-01	111264.128858	114795
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-08-01	119061.644327	132940
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-09-01	122161.433191	125718
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-10-01	123280.096648	126242
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-11-01	121039.197467	131037
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2016-12-01	113836.609912	161450
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-01-01	113306.064322	118278
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-02-01	115267.213559	120625
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-03-01	128229.449976	157479
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-04-01	130184.032622	135468
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-05-01	134138.483728	139783
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-06-01	137686.466266	143635
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-07-01	140674.225479	147171
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-08-01	140424.967077	153584
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-09-01	148142.432908	154901
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-10-01	151591.677093	158593
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-11-01	154074.732802	160625
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2017-12-01	156654.870842	163223
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-01-01	157912.386791	164941
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-02-01	160630.75019	166396
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-03-01	162062.096634	170599
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-04-01	165062.732923	172173
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-05-01	169014.000046	177492
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-06-01	172912.166261	181025
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-07-01	176683.580119	184820
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-08-01	180408.096496	192315
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-09-01	184219.132574	192775
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-10-01	186300.999783	195174
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-11-01	188000.966357	196651
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2018-12-01	190846.386905	199938
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-01-01	181005.579163	211722
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-02-01	184701.105341	200050
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-03-01	189363.578911	225553
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-04-01	252618.479687	319913
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-05-01	252702.935539	265104
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-06-01	259132.866067	274376
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-07-01	277599.830113	357360
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-08-01	292457.999419	318338
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-09-01	307860.429881	338525
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-10-01	327012.903382	354722
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-11-01	341744.36563	369332
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2019-12-01	353629.257008	378374
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-01-01	357811.322328	388006
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-02-01	371049.586477	397650
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-03-01	380338.611806	402205
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-04-01	311410.145889	381557
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-05-01	296457.06414	307471
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-06-01	293217.299783	306320
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-07-01	297603.226039	319151
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-08-01	312550.449347	342024
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-09-01	340420.264597	377377
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-10-01	371198.645617	415842
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-11-01	401435.796446	441853
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2020-12-01	472546.86986	521944
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-01-01	486540.483884	533970
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-02-01	475802.807957	555947
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-03-01	536239.933062	585392
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-04-01	550780.33177	593141
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-05-01	553160.352651	602289
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-06-01	566305.496437	612968
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-07-01	620805.672657	727332
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-08-01	658190.320359	705132
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-09-01	648240.784702	728173
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-10-01	676969.773156	722888
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-11-01	687698.032415	731330
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2021-12-01	656956.60939	735415
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2022-01-01	660781.612025	706157
083 - VIDA DE GRUPO	Otros Banca	INV	083_OTROS_BANCA_INV	2022-02-01	678625.832897	780844
